Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg)
BUICK,Regal AWD,MID-SIZE,2,4,AS8,Z,11,8,9.6,29
BUICK,Regal AWD,MID-SIZE,3.6,6,AS9,X,12.4,8.7,10.7,26
CADILLAC,CT6 AWD,FULL-SIZE,3,6,AS10,Z,13.1,9.1,11.3,25
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,X,13,8.8,11.1,25
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Z,17.3,9.5,13.8,20
CADILLAC,CTS,MID-SIZE,2,4,AS8,Z,11,7.8,9.5,30
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,12.3,8.2,10.5,27
CADILLAC,CTS AWD,MID-SIZE,2,4,AS8,Z,11.4,8.1,9.9,29
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,13.3,9.2,11.5,25
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15,9.9,12.7,22
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,17.1,11,14.3,20
CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Z,16.6,10.9,14,20
CADILLAC,XT4,SUV - SMALL,2,4,AS9,Z,9.8,7.8,8.9,32
CADILLAC,XT4 AWD,SUV - SMALL,2,4,AS9,Z,10.9,8.2,9.7,29
CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.9,10.6,27
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.8,9.3,11.2,25
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,12.9,8.7,11,26
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9,11.6,24
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15,10.1,12.8,22
CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,X,10.8,8.8,9.9,29
CHEVROLET,Blazer,SUV - SMALL,3.6,6,A9,X,12,9,10.6,27
CHEVROLET,Blazer AWD,SUV - SMALL,3.6,6,A9,X,12.7,9.5,11.3,25
CHEVROLET,Camaro,SUBCOMPACT,2,4,AS8,Z,10.8,7.7,9.4,30
CHEVROLET,Camaro,SUBCOMPACT,2,4,M6,Z,11.9,7.9,10.1,28
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS8,X,12.3,8.2,10.4,27
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,M6,X,14.3,8.8,11.8,24
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,AS10,Z,14.5,8.8,12,24
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.3,11.2,15.1,19
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.9,19
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.8,11.4,25
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.2,8.4,10.5,27
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,13.3,10.6,12.1,23
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15,13,14.1,20
CHEVROLET,Corvette,TWO-SEATER,6.2,8,AS8,Z,15.6,9.2,12.7,22
CHEVROLET,Corvette,TWO-SEATER,6.2,8,M7,Z,14.6,9.3,12.2,23
CHEVROLET,Corvette Z06,TWO-SEATER,6.2,8,AS8,Z,17.2,10.1,14,20
CHEVROLET,Corvette Z06,TWO-SEATER,6.2,8,M7,Z,15.9,10.6,13.5,21
CHEVROLET,Corvette ZR1,TWO-SEATER,6.2,8,AS8,Z,19.5,12,16.1,18
CHEVROLET,Corvette ZR1,TWO-SEATER,6.2,8,M7,Z,18.2,12.5,15.6,18
CHEVROLET,Cruze,COMPACT,1.4,4,AS6,X,8.3,6.2,7.3,39
CHEVROLET,Cruze Premier,COMPACT,1.4,4,AS6,X,8.3,6.2,7.3,39
CHEVROLET,Cruze Diesel,COMPACT,1.6,4,A9,D,7.6,4.9,6.4,44
CHEVROLET,Cruze Hatchback,MID-SIZE,1.4,4,AS6,X,8.3,6.2,7.3,39
CHEVROLET,Cruze Hatchback Premier,MID-SIZE,1.4,4,AS6,X,8.5,6.4,7.5,38
CHEVROLET,Cruze Hatchback Diesel,MID-SIZE,1.6,4,A9,D,7.8,5.2,6.6,43
CHEVROLET,Equinox,SUV - SMALL,1.5,4,A6,X,9.2,7.3,8.3,34
CHEVROLET,Equinox,SUV - SMALL,1.6,4,A6,D,8.5,6,7.4,38
CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,A6,X,9.3,7.8,8.6,33
CHEVROLET,Equinox AWD,SUV - SMALL,1.6,4,A6,D,8.5,6.1,7.4,38
CHEVROLET,Equinox AWD,SUV - SMALL,2,4,A9,Z,10.9,8.3,9.7,29
CHEVROLET,Impala,FULL-SIZE,2.5,4,AS6,X,10.8,8,9.6,29
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,X,12.7,8.5,10.8,26
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.6,19
CHEVROLET,Malibu,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,38
CHEVROLET,Malibu,MID-SIZE,2,4,A9,Z,10.5,7.4,9.1,31
CHEVROLET,Malibu Hybrid,MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,55
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.7,11.9,14,20
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.1,15,18.4,15
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.1,10.2,12.4,23
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.8,11.9,14,20
CHEVROLET,Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,A6,X,16.3,12.9,14.8,19
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.7,14,20
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.1,12.5,14.4,20
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22,16.1,19.3,15
CHEVROLET,Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.5,13,14.9,19
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.9,10.8,13.1,22
CHEVROLET,Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.8,13.7,21
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15,12,13.7,21
CHEVROLET,Silverado LD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.6,10.9,13.5,21
CHEVROLET,Silverado LD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.8,11.4,13.8,20
CHEVROLET,Spark,SUBCOMPACT,1.4,4,AV,X,7.9,6.2,7.1,40
CHEVROLET,Spark,SUBCOMPACT,1.4,4,M5,X,8,6.2,7.2,39
CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16
CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.2,19,15
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19
CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16
CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15
CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20
CHEVROLET,Traverse,SUV - STANDARD,3.6,6,A9,X,13,8.8,11.1,25
CHEVROLET,Traverse AWD,SUV - STANDARD,3.6,6,A9,X,13.7,9.5,11.8,24
CHEVROLET,Trax,SUV - SMALL,1.4,4,AS6,X,9.1,7.6,8.4,34
CHEVROLET,Trax,SUV - SMALL,1.4,4,M6,X,9.4,6.9,8.3,34
CHEVROLET,Trax 4WD,SUV - SMALL,1.4,4,AS6,X,9.9,8.1,9.1,31
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,14.2,20
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19
CHRYSLER,Pacifica,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26
CHRYSLER,Pacifica (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27
DODGE,Challenger,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22
DODGE,Challenger,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20
DODGE,Challenger (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23
DODGE,Challenger (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13,22
DODGE,Challenger GT AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19
DODGE,Challenger SRT Hellcat Redeye,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19
DODGE,Charger,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24
DODGE,Charger FFV,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24
DODGE,Charger FFV,FULL-SIZE,3.6,6,A5,E,18.9,12.7,16.1,18
DODGE,Charger,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27
DODGE,Charger FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27
DODGE,Charger FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,14.2,20
DODGE,Charger (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22
DODGE,Charger (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23
DODGE,Charger (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13,22
DODGE,Charger AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26
DODGE,Charger AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26
DODGE,Charger AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19
DODGE,Charger AWD (MDS),FULL-SIZE,5.7,8,A5,X,16,10.1,13.3,21
DODGE,Charger SRT Hellcat,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19
DODGE,Durango AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25
DODGE,Durango AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20
DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18
DODGE,Grand Caravan FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24
DODGE,Grand Caravan FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17
DODGE,Journey,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25
DODGE,Journey FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23
DODGE,Journey FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17
DODGE,Journey AWD,SUV - SMALL,3.6,6,A6,X,14.5,10,12.4,23
FIAT,124 Spider,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8,35
FIAT,124 Spider,TWO-SEATER,1.4,4,M6,X,9,6.7,7.9,36
FIAT,500,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32
FIAT,500,MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30
FIAT,500X AWD,SUV - SMALL,1.3,4,A9,X,10,7.9,9.1,31
FORD,EcoSport,SUV - SMALL,1,3,AS6,X,8.6,8.1,8.4,34
FORD,EcoSport AWD,SUV - SMALL,2,4,AS6,X,10.2,8,9.3,30
FORD,Edge,SUV - SMALL,2,4,AS8,X,10.9,8,9.6,29
FORD,Edge AWD,SUV - SMALL,2,4,AS8,X,11.4,8.3,10,28
FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,X,12.6,9.2,11,26
FORD,Escape,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31
FORD,Escape FFV,SUV - SMALL,2.5,4,AS6,X,11,8,9.6,29
FORD,Escape FFV,SUV - SMALL,2.5,4,AS6,E,15,10.8,13.1,22
FORD,Escape AWD,SUV - SMALL,1.5,4,AS6,X,11.2,8.4,9.9,29
FORD,Escape AWD,SUV - SMALL,2,4,AS6,X,11.5,8.7,10.2,28
FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23
FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22
FORD,Explorer AWD,SUV - STANDARD,2.3,4,AS6,X,13.1,9.2,11.4,25
FORD,Explorer AWD,SUV - STANDARD,3.5,6,AS6,X,15.2,10.9,13.2,21
FORD,Explorer FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.5,10.6,12.7,22
FORD,Explorer FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.8,14.3,17.3,16
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12,9,10.6,27
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.4,9.4,11.1,25
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.4,9.4,11.1,25
FORD,F-150,PICKUP TRUCK - STANDARD,3,6,AS10,D,10.8,8,9.5,30
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,AS10,D,10.8,8.4,9.7,29
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.2,9.3,10.9,26
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.7,12.6,14.9,19
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.4,9.8,11.2,25
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.7,12.6,14.9,19
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.5,10.1,12,24
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.9,11.2,12.7,22
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS10,X,13.9,10.2,12.2,23
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS10,E,20.3,14,17.4,16
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,14.7,11.2,13.1,22
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20.3,14,17.5,16
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.6,11.8,13.9,20
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20.4,14,17.5,16
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.7,9.8,11.4,25
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.8,9.3,10.7,26
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,AS10,D,11.8,9.3,10.7,26
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.2,8.3,9.9,29
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.8,10.2,11.6,24
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.5,13.8,15.8,18
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.8,10.7,12.4,23
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.5,13.7,15.8,18
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.5,12.5,23
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.7,10.7,12.9,22
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22
FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,11.2,12.6,22
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11,13.3,21
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,E,20,15.6,18,16
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.7,11.8,13.9,20
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20,15.6,18,16
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,16.8,12.4,14.8,19
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,21.3,17.2,19.5,14
FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,14.3,20
FORD,Flex,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22
FORD,Flex AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22
FORD,Flex AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21
FORD,Fiesta,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,7.6,37
FORD,Fiesta,SUBCOMPACT,1.6,4,M5,X,8.8,6.8,7.9,36
FORD,Fiesta ST,SUBCOMPACT,1.6,4,M6,X,9.2,7.4,8.4,34
FORD,Fusion,MID-SIZE,1.5,4,AS6,X,10,7,8.7,32
FORD,Fusion Hybrid,MID-SIZE,2,4,AV,X,5.5,5.6,5.6,50
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,17.1,17
FORD,Mustang,SUBCOMPACT,2.3,4,AS10,X,11.2,7.3,9.4,30
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27
FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.7,10.4,27
FORD,Mustang,SUBCOMPACT,5,8,AS10,X,15,9.1,12.3,23
FORD,Mustang,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21
FORD,Mustang Bullitt,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.9,8.4,10.4,27
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27
FORD,Mustang Convertible,SUBCOMPACT,5,8,AS10,X,15.4,9.7,12.9,22
FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,10.9,26
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19
FORD,T-150 Wagon,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.7,19
FORD,T-150 Wagon,VAN - PASSENGER,3.7,6,AS6,X,16.9,13.1,15.2,19
FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,X,13.5,9,11.5,25
FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,E,17.8,12.1,15.2,19
FORD,Taurus AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10,12.5,23
FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,X,14,9.9,12.4,23
FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.5,13,16,18
FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.3,11.8,12.6,22
FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12,8.8,10.6,27
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.7,11.1,12.5,23
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9,10.7,26
GENESIS,G70,COMPACT,2,4,M6,Z,12.8,8.5,10.9,26
GENESIS,G70 AWD,COMPACT,2,4,AS8,Z,11.5,8.7,10.3,27
GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Z,13.3,9.5,11.6,24
GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24
GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24
GENESIS,G80 AWD,FULL-SIZE,5,8,AS8,Z,15.6,10.4,13.2,21
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24
GENESIS,G90 AWD,FULL-SIZE,5,8,AS8,Z,15.2,10.2,13,22
GMC,Acadia,SUV - STANDARD,2.5,4,A6,X,11.1,9.2,10.2,28
GMC,Acadia,SUV - STANDARD,3.6,6,A6,X,13.1,9.4,11.4,25
GMC,Acadia AWD,SUV - STANDARD,2.5,4,A6,X,11.3,9.4,10.5,27
GMC,Acadia AWD,SUV - STANDARD,3.6,6,A6,X,13.5,9.5,11.7,24
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26
GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28
GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.8,11.4,25
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.2,8.4,10.5,27
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23
GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25
GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.7,11.9,14,20
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.1,15,18.4,15
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.3,10.4,12.5,23
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.6,10.9,11.8,24
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.8,11.9,14,20
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.7,14,20
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16,12.5,14.4,20
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22,16.1,19.4,15
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.2,13.5,21
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.8,13.7,21
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.5,11.9,13.9,20
